,0
4342,"shrimp,ground beef,cooking oil,cereals,green tea"
4343,"mineral water,avocado,meatballs,milk,cake,cooking oil,chocolate,french fries"
4344,"turkey,herb & pepper,ground beef,mineral water,chocolate,milk,eggs,blueberries,honey"
4345,french fries
4346,"ham,spaghetti"
4347,"burgers,energy bar,almonds,eggs,french fries,green tea"
4348,"burgers,ham,avocado,eggs,mint green tea,french fries,cookies"
4349,pancakes
4350,cookies
4351,"escalope,low fat yogurt"
4352,"dessert wine,ground beef,spaghetti,fromage blanc,cake,chicken,protein bar"
4353,"cake,cottage cheese"
4354,"herb & pepper,red wine,spaghetti,eggs,chicken,champagne,tomato juice,low fat yogurt"
4355,"cookies,low fat yogurt"
4356,low fat yogurt
4357,"burgers,eggs"
4358,"shrimp,tomatoes,ground beef,butter,green tea,toothpaste"
4359,cookies
4360,"eggs,whole wheat rice"
4361,cookies
4362,"turkey,mineral water,eggs,low fat yogurt"
4363,"turkey,burgers,ham,frozen vegetables,whole wheat rice,chocolate"
4364,"french fries,escalope"
4365,"ham,chocolate,ground beef,pepper,mineral water,french fries"
4366,champagne
4367,"burgers,spaghetti"
4368,"whole wheat rice,rice,oil,cooking oil,french fries,low fat yogurt"
4369,"french wine,rice,french fries,brownies"
4370,"avocado,milk"
4371,green tea
4372,"spaghetti,flax seed,french fries"
4373,"turkey,burgers,mineral water,meatballs,milk,almonds,french wine,eggs,cake,carrots,low fat yogurt"
4374,"grated cheese,mineral water,rice,frozen smoothie"
4375,"milk,eggs"
4376,"herb & pepper,shrimp,ground beef,milk,olive oil,whole wheat rice,fresh bread,low fat yogurt"
4377,"fresh tuna,almonds"
4378,"turkey,frozen vegetables,spaghetti,eggs,chocolate,french fries,frozen smoothie,hot dogs,brownies"
4379,"red wine,spaghetti,carrots"
4380,champagne
4381,"yams,cake"
4382,energy drink
4383,"cereals,champagne,salad"
4384,"pickles,turkey,parmesan cheese,pepper,spaghetti,mineral water,meatballs,milk,olive oil,french wine,salmon,frozen smoothie,fresh bread"
4385,"grated cheese,herb & pepper,tomatoes,ground beef,mineral water,rice,low fat yogurt"
4386,"grated cheese,frozen vegetables,milk,salmon,eggs,cooking oil,corn"
4387,"ground beef,tomato sauce,spaghetti"
4388,"frozen vegetables,eggs,champagne"
4389,"grated cheese,mineral water,eggs,protein bar,tomato juice,fresh bread"
4390,escalope
4391,"mineral water,honey"
4392,meatballs
4393,"burgers,ham,eggs,whole wheat rice,ham,french fries,cookies,green tea"
4394,"mineral water,chocolate,chicken"
4395,"mineral water,chocolate,french fries,strawberries"
4396,champagne
4397,brownies
4398,"red wine,olive oil,chicken,eggs,rice,eggplant,sparkling water"
4399,champagne
4400,cookies
4401,"turkey,chocolate,red wine,spaghetti,avocado,butter,oil,green beans,body spray"
4402,"ground beef,clothes accessories,chocolate"
4403,"muffins,sandwich"
4404,"fromage blanc,french fries,escalope,pasta,mushroom cream sauce,fresh bread"
4405,"frozen vegetables,melons"
4406,"fresh tuna,shrimp,frozen vegetables,tomatoes,fromage blanc,honey,green tea"
4407,"burgers,red wine,tomatoes,ground beef,mineral water,pancakes"
4408,spaghetti
4409,green tea
4410,"tomatoes,spaghetti,meatballs,french wine,eggs,melons,fresh bread"
4411,"mineral water,chocolate,french fries,pancakes"
4412,"french fries,brownies"
4413,mineral water
4414,"energy bar,candy bars"
4415,"tomato juice,candy bars"
4416,"grated cheese,spaghetti,mineral water,eggs,gums,frozen smoothie,body spray,energy drink"
4417,hot dogs
4418,"tomatoes,cookies,green tea"
4419,"avocado,cider,eggs,whole wheat rice,french fries,cookies,low fat yogurt"
4420,champagne
4421,"mint green tea,cookies"
4422,"cake,chocolate,yogurt cake"
4423,cookies
4424,"burgers,ham,chocolate"
4425,"eggs,carrots"
4426,"clothes accessories,cookies"
4427,"chocolate,ground beef,mineral water,eggs,rice,low fat yogurt"
4428,french fries
4429,"mint green tea,cottage cheese"
4430,"mineral water,chicken,chocolate,escalope"
4431,"dessert wine,frozen vegetables,spaghetti"
4432,"burgers,mineral water"
4433,"pickles,herb & pepper,tomatoes,ground beef,chocolate,green tea"
4434,"cookies,honey"
4435,"fresh tuna,fromage blanc,eggs,honey,frozen smoothie,cookies,cottage cheese,brownies,pancakes,energy drink"
4436,french fries
4437,"cake,gums,green tea,chocolate,champagne"
4438,"frozen vegetables,tomatoes,parmesan cheese,gums,chocolate,french fries,strawberries"
4439,"shrimp,frozen vegetables,milk,butter,cake"
4440,tomatoes
4441,milk
4442,"ground beef,mineral water,french wine,strong cheese"
4443,"brownies,yogurt cake"
4444,"burgers,mineral water,milk,olive oil,cake,frozen smoothie,light mayo"
4445,french fries
4446,"french fries,energy drink"
4447,mineral water
4448,"burgers,frozen vegetables,ground beef,pepper,spaghetti,mineral water,honey,strawberries"
4449,"burgers,ham,milk"
4450,"mineral water,cooking oil,french fries"
4451,"grated cheese,shrimp,spaghetti,avocado,milk"
4452,"mineral water,pancakes,eggs,frozen smoothie"
4453,"mineral water,whole wheat rice"
4454,"eggs,cake,barbecue sauce,french fries,body spray"
4455,"mineral water,escalope"
4456,low fat yogurt
4457,"fresh tuna,frozen vegetables,spaghetti,mineral water,milk,chutney,eggs,light cream,cooking oil,tomato juice,green tea"
4458,"burgers,chocolate,french wine,pancakes"
4459,escalope
4460,"grated cheese,frozen vegetables,mineral water,pancakes"
4461,yogurt cake
4462,"turkey,frozen vegetables,ground beef,mineral water,chicken,barbecue sauce,sparkling water"
4463,escalope
4464,champagne
4465,"grated cheese,french fries,frozen smoothie,escalope,pasta"
4466,"mineral water,vegetables mix,chocolate"
4467,pancakes
4468,"ground beef,tomato sauce,spaghetti,chicken,salmon,oatmeal,eggplant,green tea"
4469,brownies
4470,"shrimp,ground beef,salmon,strawberries"
4471,"grated cheese,ground beef"
4472,"salt,green tea"
4473,eggs
4474,"eggs,french fries"
4475,"chocolate,mushroom cream sauce"
4476,"grated cheese,mineral water,green tea"
4477,"energy bar,eggs,french fries,melons"
4478,french fries
4479,"burgers,mineral water"
4480,"turkey,ham,meatballs,pancakes,whole wheat rice,chicken,carrots"
4481,"mineral water,low fat yogurt"
4482,escalope
4483,pancakes
4484,"ham,soup,olive oil,blueberries"
4485,"tomatoes,french fries,cookies"
4486,mineral water
4487,"escalope,pasta"
4488,"spaghetti,olive oil,eggs,brownies,tomato juice,low fat yogurt"
4489,"french fries,strawberries"
4490,butter
4491,"tomatoes,olive oil,french wine,chocolate,frozen smoothie,honey"
4492,"shrimp,spaghetti,mineral water,chocolate,oil,protein bar"
4493,"ham,eggs,honey,gums,light cream,ham"
4494,"chocolate,light mayo"
4495,"soda,escalope,tomato juice"
4496,"spaghetti,eggs"
4497,"burgers,pancakes"
4498,yams
4499,milk
4500,"grated cheese,spaghetti,butter"
4501,"muffins,eggs,pancakes"
4502,herb & pepper
4503,escalope
4504,french fries
4505,"eggs,honey"
4506,"tomatoes,chocolate"
4507,"frozen vegetables,milk,bug spray,escalope"
4508,candy bars
4509,escalope
4510,"mineral water,frozen smoothie,strawberries,green tea"
4511,"chocolate,frozen vegetables,pancakes,champagne"
4512,cookies
4513,"pepper,mineral water"
4514,"spaghetti,avocado,honey,clothes accessories"
4515,"turkey,frozen vegetables,spaghetti,mineral water,chocolate,vegetables mix,frozen smoothie"
4516,"spaghetti,mineral water"
4517,champagne
4518,"spaghetti,chicken"
4519,cookies
4520,"frozen vegetables,spaghetti,mineral water,bacon,whole wheat rice,eggplant,french fries,champagne,escalope,shampoo"
4521,"frozen smoothie,cottage cheese,low fat yogurt"
4522,"whole wheat pasta,eggs,cake,frozen smoothie,cookies"
4523,"spaghetti,whole wheat rice,cake,chocolate,cookies"
4524,spaghetti
4525,"ham,milk,chicken,whole wheat rice,ham,eggplant"
4526,"spaghetti,mineral water,avocado,strawberries"
4527,fresh tuna
4528,"pancakes,yogurt cake"
4529,"turkey,mineral water,honey,whole wheat rice"
4530,"fromage blanc,honey,chicken,cereals,french fries,frozen smoothie,light mayo,green tea"
4531,eggs
4532,strawberries
4533,"ground beef,tomato sauce"
4534,"frozen vegetables,avocado,milk,french fries,light mayo"
4535,protein bar
4536,"frozen vegetables,tomatoes,fromage blanc,eggs,champagne,frozen smoothie,light mayo"
4537,"burgers,milk,cereals"
4538,"french fries,shallot"
4539,gums
4540,"turkey,spaghetti,eggs,honey,french fries,champagne,pancakes,protein bar"
4541,"burgers,vegetables mix,green tea"
4542,"shrimp,frozen vegetables,tomatoes,strawberries"
4543,"mineral water,milk,cake,whole weat flour,french fries"
4544,"champagne,cookies"
4545,"frozen vegetables,mineral water,low fat yogurt,green tea"
4546,"herb & pepper,spaghetti,escalope,mushroom cream sauce,green tea"
4547,spaghetti
4548,"turkey,frozen vegetables,tomatoes,avocado,energy bar,pancakes,light cream,cooking oil,pet food,oatmeal"
4549,"burgers,tomatoes,soup,french fries,cookies,body spray,green tea"
4550,"mineral water,milk,cider,chocolate,french fries"
4551,"burgers,fresh tuna,tomatoes,pepper,spaghetti,french wine,honey,chocolate,green tea"
4552,escalope
4553,cereals
4554,gluten free bar
4555,"spaghetti,gums"
4556,"ham,spaghetti,hot dogs"
4557,"burgers,frozen vegetables,chocolate,vegetables mix,rice,frozen smoothie"
4558,"mineral water,whole wheat rice"
4559,"frozen vegetables,mineral water,pancakes,mushroom cream sauce,mayonnaise"
4560,"burgers,butter,whole wheat rice,oil,cookies,green tea"
4561,"eggs,cake"
4562,"muffins,gums"
4563,"dessert wine,mineral water,eggs,french fries"
4564,"turkey,red wine,frozen vegetables,spaghetti,mineral water,milk,olive oil,eggs,cauliflower,low fat yogurt"
4565,"strawberries,melons"
4566,"french fries,hot dogs,body spray,light mayo"
4567,"chocolate,avocado,milk,eggs,cooking oil,strawberries"
4568,"chocolate,frozen vegetables,tomatoes,spaghetti"
4569,"burgers,eggs,chocolate,french fries,low fat yogurt,green tea"
4570,french fries
4571,cereals
4572,"tomatoes,meatballs,butter,muffins,eggs,babies food,low fat yogurt"
4573,"black tea,muffins"
4574,"mineral water,honey,low fat yogurt"
4575,french fries
4576,"chocolate,honey"
4577,"spaghetti,soup,cake,rice,tomato juice,zucchini"
4578,"cake,mint green tea"
4579,"muffins,escalope,white wine,green tea"
4580,burgers
4581,"shrimp,milk,olive oil,green tea"
4582,pancakes
4583,energy bar
4584,chocolate
4585,"burgers,spaghetti,avocado"
4586,olive oil
4587,"ground beef,spaghetti,mineral water,eggs,chicken,cereals,french fries,protein bar"
4588,"muffins,french fries"
4589,"ham,tomatoes,mineral water,soup,milk,vegetables mix,cake,bramble,frozen smoothie,escalope,hot dogs,cottage cheese,low fat yogurt"
4590,"turkey,fresh tuna,frozen vegetables,tomatoes,parmesan cheese,spaghetti,mineral water,milk,almonds,vegetables mix,nonfat milk,whole wheat rice"
4591,"frozen vegetables,avocado,milk,almonds,chicken,eggs,whole wheat rice,green beans,frozen smoothie"
4592,"chocolate,ground beef,spaghetti,mineral water,salmon,pancakes,whole wheat rice,green beans"
4593,"ground beef,spaghetti,honey,extra dark chocolate"
4594,"spaghetti,frozen smoothie,hot dogs,fresh bread"
4595,"green tea,tea"
4596,french fries
4597,"chocolate,grated cheese,cooking oil,escalope"
4598,muffins
4599,"red wine,chicken,whole wheat rice"
4600,"grated cheese,eggs"
4601,muffins
4602,"spaghetti,green tea,french fries,shampoo"
4603,escalope
4604,"champagne,white wine"
4605,"herb & pepper,frozen vegetables,mineral water,cooking oil,french fries,toothpaste"
4606,"mineral water,ham,frozen smoothie"
4607,"chocolate,milk,olive oil"
4608,"avocado,yogurt cake"
4609,"cake,cooking oil,green tea"
4610,"burgers,mineral water,milk"
4611,"pepper,vegetables mix"
4612,"frozen vegetables,spaghetti,butter,pancakes,mint"
4613,muffins
4614,french fries
4615,"cake,french fries"
4616,"ham,spaghetti,mineral water,french wine,frozen smoothie,cottage cheese"
4617,"mineral water,french wine,eggs,chocolate"
4618,soda
4619,shallot
4620,"tomatoes,mineral water"
4621,cookies
4622,"pet food,french fries"
4623,"grated cheese,milk"
4624,meatballs
4625,oil
4626,"ham,grated cheese,chocolate,whole wheat rice,yogurt cake,cauliflower"
4627,"frozen vegetables,tomatoes,mineral water,chicken,salmon,muffins,chocolate,green tea"
4628,"french fries,cookies"
4629,french fries
4630,"ham,mineral water,milk"
4631,"turkey,frozen vegetables,spaghetti,avocado,butter,chicken,whole wheat rice,cake,tomato juice"
4632,"olive oil,salmon,honey"
4633,"frozen vegetables,ground beef,spaghetti,mineral water,muffins,rice,green beans,french fries,hot dogs"
4634,"burgers,low fat yogurt"
4635,"frozen vegetables,olive oil,tomato juice"
4636,"grated cheese,fromage blanc,cookies"
4637,"escalope,zucchini"
4638,"mineral water,cereals,antioxydant juice,green tea,french fries,champagne,pancakes"
4639,salmon
4640,"mineral water,fromage blanc,french fries,body spray,pancakes,energy drink,green tea"
4641,"burgers,frozen vegetables,ground beef,spaghetti,french wine,frozen smoothie,cottage cheese,brownies"
4642,"grated cheese,spaghetti,mineral water,salmon,whole wheat rice,blueberries,green beans,sandwich,pancakes,shampoo"
4643,"herb & pepper,mineral water,soup,honey,fresh bread"
4644,"herb & pepper,yogurt cake"
4645,whole wheat rice
4646,escalope
4647,"burgers,frozen vegetables,milk,vegetables mix,cereals,chocolate,french fries,escalope,brownies"
4648,"tomatoes,spaghetti,mineral water,chocolate,olive oil,almonds,cake,tomato juice,fresh bread"
4649,"turkey,eggs"
4650,"butter,barbecue sauce"
4651,"mineral water,whole wheat rice"
4652,"meatballs,whole wheat rice"
4653,mineral water
4654,"tomato sauce,mineral water,soup,cereals,french fries"
4655,"soup,chicken,cooking oil,french fries"
4656,"grated cheese,herb & pepper,spaghetti,mineral water,milk,cooking oil,frozen smoothie"
4657,red wine
4658,"red wine,pepper,muffins,champagne,green tea"
4659,"ground beef,pepper,avocado,bacon,whole wheat rice,bug spray,eggplant,chocolate,frozen smoothie,escalope,sparkling water"
4660,"chocolate,cider,muffins,eggs,french fries,cottage cheese,pancakes,gluten free bar"
4661,"butter,chicken,green tea,cookies"
4662,"mineral water,cereals"
4663,"cookies,energy drink"
4664,"mineral water,eggs,cookies,strawberries"
4665,oil
4666,"burgers,ham,whole wheat pasta,pepper,spaghetti,black tea,french wine,chicken,bacon,vegetables mix,pancakes,eggs,barbecue sauce,eggplant,green tea"
4667,"turkey,bacon,cooking oil,barbecue sauce,ketchup,melons"
4668,"almonds,eggs"
4669,"burgers,ham,mineral water,soup,avocado,milk,whole wheat rice,shampoo,babies food"
4670,"chocolate,tomatoes,mineral water,avocado,cooking oil,french fries,cookies,pasta,low fat yogurt"
4671,"meatballs,milk"
4672,"burgers,whole wheat pasta,almonds,chicken"
4673,"chocolate,milk"
4674,"grated cheese,spaghetti"
4675,cereals
4676,"red wine,whole wheat pasta,spaghetti,butter,french wine,fromage blanc,green beans,french fries,brownies,energy drink,low fat yogurt"
4677,"frozen vegetables,mineral water,low fat yogurt"
4678,"mineral water,milk,energy bar,eggs,chocolate,frozen smoothie"
4679,"hand protein bar,low fat yogurt,honey"
4680,"eggs,cake,gums"
4681,"frozen vegetables,mineral water"
4682,"avocado,black tea,whole wheat rice,cake,french fries,cottage cheese,tomato juice,green tea"
4683,low fat yogurt
4684,chocolate
4685,"spaghetti,mineral water,strong cheese"
4686,frozen smoothie
4687,"pancakes,energy drink,light mayo,fresh bread,zucchini"
4688,"cooking oil,champagne"
4689,magazines
4690,"bug spray,hot dogs"
4691,low fat yogurt
4692,ground beef
4693,"tomatoes,champagne,strawberries,yogurt cake,green tea"
4694,"burgers,cider,pancakes,french fries,green tea"
4695,"spaghetti,mineral water,hot dogs"
4696,"frozen vegetables,tomatoes,ground beef,pepper,spaghetti,mineral water,olive oil,champagne,frozen smoothie,mushroom cream sauce,hot dogs,protein bar,green tea"
4697,low fat yogurt
4698,"turkey,fromage blanc,french fries"
4699,frozen smoothie
4700,"fresh tuna,mineral water,french wine,cooking oil,green tea,frozen smoothie"
4701,"turkey,herb & pepper,mineral water"
4702,"strawberries,energy drink"
4703,"shrimp,eggs,french fries,strawberries,green tea"
4704,cookies
4705,cookies
4706,cookies
4707,"butter,french fries,protein bar"
4708,"shrimp,tomatoes,spaghetti,mineral water,soup,nonfat milk,pancakes,oatmeal,white wine"
4709,"mineral water,escalope,shallot,tomato juice"
4710,shrimp
4711,cookies
4712,avocado
4713,"fresh tuna,mineral water,avocado,eggs,champagne,brownies"
4714,"ham,eggs,champagne"
4715,"tomatoes,eggs"
4716,"butter,pancakes,eggs,frozen smoothie,low fat yogurt"
4717,cookies
4718,"spaghetti,mineral water,meatballs,cooking oil"
4719,"mineral water,meatballs,chicken,green tea"
4720,"burgers,tomatoes,ground beef,mineral water,cider,eggs,cooking oil,chocolate"
4721,cookies
4722,"milk,eggs"
4723,escalope
4724,"cookies,green tea"
4725,"grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,pancakes,gluten free bar,green tea"
4726,cookies
4727,"tomatoes,french fries"
4728,"ham,grated cheese,black tea,oil,cooking oil,melons"
4729,"grated cheese,tomatoes,salmon,whole wheat rice"
4730,"spaghetti,mineral water,bacon,spinach,cake,cooking oil,extra dark chocolate"
4731,"mineral water,pancakes"
4732,"burgers,chocolate"
4733,champagne
4734,"chocolate,low fat yogurt"
4735,"herb & pepper,tomatoes,mineral water,chocolate,soup,milk,flax seed,honey,protein bar"
4736,"frozen vegetables,chocolate,champagne,low fat yogurt"
4737,"eggs,whole wheat rice,french fries,champagne,escalope"
4738,cookies
4739,"burgers,spaghetti,milk,eggs,french fries,cookies"
4740,"almonds,pancakes,eggs,chocolate,french fries,mint"
4741,"grated cheese,spaghetti,mineral water,chicken,nonfat milk,eggs,cake"
4742,french fries
4743,eggs
4744,"french fries,escalope"
4745,pancakes
4746,"fresh tuna,turkey,salmon,cake"
4747,"spaghetti,mineral water,cooking oil,oatmeal,hot dogs,green tea"
4748,cookies
4749,cookies
4750,cookies
4751,"frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,soup,milk,tea,chocolate,hot dogs,cauliflower,low fat yogurt"
